index,count,pval,context
TSS1500,4/39,0.649669354760967,relativeGene
1stExon,2/39,0.1882858728568654,relativeGene
Body,15/39,0.07360320448684382,relativeGene
5'UTR,3/39,0.26045611124570217,relativeGene
TSS200,5/39,0.2706283434683626,relativeGene
Unclassified_Cell_type_specific,4/39,0.9803953656400827,regulatoryFeature
Promoter_Associated,5/39,0.999999988471995,regulatoryFeature
Unclassified,5/39,0.8518579368036948,regulatoryFeature
N_Shore,9/39,0.3948236906436485,relativeIsland
Island,14/39,0.9601659199540657,relativeIsland
S_Shelf,4/39,0.3086384336005243,relativeIsland
S_Shore,4/39,0.8871888335602979,relativeIsland
N_Shelf,1/39,0.9617642245675083,relativeIsland
True,8/39,0.0995906045594028,DHS
False,31/39,0.9558100938497034,DHS
True,4/39,0.9767183097473131,Enhancer
False,35/39,0.06417777010151574,Enhancer
