index,count,pval,context
Body,114/383,0.10011712325081762,relativeGene
5'UTR,27/383,0.01725690686026936,relativeGene
TSS200,36/383,0.41367183604333485,relativeGene
TSS1500,42/383,0.5828714439327254,relativeGene
3'UTR,16/383,0.1032065949771891,relativeGene
1stExon,20/383,0.00014950219441182071,relativeGene
Promoter_Associated,28/383,1.0,regulatoryFeature
Unclassified_Cell_type_specific,32/383,0.9999999999991294,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/383,0.9999082767069662,regulatoryFeature
Unclassified,30/383,0.9999999952267248,regulatoryFeature
Gene_Associated_Cell_type_specific,2/383,0.9360343183349419,regulatoryFeature
NonGene_Associated,1/383,0.9517039002363968,regulatoryFeature
S_Shelf,25/383,0.7240459784629392,relativeIsland
S_Shore,38/383,0.9997299161361821,relativeIsland
N_Shelf,22/383,0.9643567012164106,relativeIsland
Island,84/383,1.0,relativeIsland
N_Shore,25/383,0.9999999999999905,relativeIsland
True,37/383,0.95542226378472,DHS
False,346/383,0.06261277623562889,DHS
True,86/383,0.27335121124004813,Enhancer
False,297/383,0.7661067451740137,Enhancer
