index,count,pval,context
Body,346/1219,0.10139144828864821,relativeGene
3'UTR,39/1219,0.31622270752867504,relativeGene
TSS1500,169/1219,0.002369462027992781,relativeGene
TSS200,80/1219,0.9991505957594006,relativeGene
1stExon,46/1219,7.272591367288356e-05,relativeGene
5'UTR,80/1219,0.0008287170545254043,relativeGene
Unclassified_Cell_type_specific,142/1219,1.0,regulatoryFeature
Promoter_Associated,77/1219,1.0,regulatoryFeature
Unclassified,100/1219,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,9/1219,0.9999999999816069,regulatoryFeature
Gene_Associated_Cell_type_specific,3/1219,0.9999197913225036,regulatoryFeature
Gene_Associated,2/1219,0.9990513916364478,regulatoryFeature
Island,304/1219,1.0,relativeIsland
N_Shelf,53/1219,0.9999999016776275,relativeIsland
S_Shore,131/1219,0.999999908498646,relativeIsland
N_Shore,228/1219,0.9257709596372088,relativeIsland
S_Shelf,49/1219,0.9999988516817022,relativeIsland
True,191/1219,0.0003248022708840693,DHS
False,1028/1219,0.9997598341747365,DHS
True,383/1219,2.17212809441788e-17,Enhancer
False,836/1219,1.0,Enhancer
