index,count,pval,context
Body,31/98,0.1624834688338493,relativeGene
5'UTR,9/98,0.03448030736418021,relativeGene
3'UTR,2/98,0.7865415952900479,relativeGene
TSS1500,13/98,0.3022362991862133,relativeGene
1stExon,2/98,0.5955347972587168,relativeGene
TSS200,2/98,0.9989500868947172,relativeGene
Gene_Associated_Cell_type_specific,2/98,0.31259134332213195,regulatoryFeature
Unclassified,4/98,0.9999927345828457,regulatoryFeature
Unclassified_Cell_type_specific,6/98,0.9999941873218237,regulatoryFeature
Promoter_Associated_Cell_type_specific,2/98,0.872086604855365,regulatoryFeature
Promoter_Associated,3/98,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/98,0.1191546260680536,regulatoryFeature
NonGene_Associated,2/98,0.18064388967447803,regulatoryFeature
Gene_Associated,1/98,0.5253273055234774,regulatoryFeature
S_Shelf,6/98,0.716847869756255,relativeIsland
N_Shore,27/98,0.052731542313570114,relativeIsland
S_Shore,13/98,0.8002288541436438,relativeIsland
Island,30/98,0.9998958545196582,relativeIsland
N_Shelf,2/98,0.9973819674604115,relativeIsland
True,7/98,0.9650590374082703,DHS
False,91/98,0.07292549309547418,DHS
True,19/98,0.6977465514324086,Enhancer
False,79/98,0.39532403002646443,Enhancer
