index,count,pval,context
1stExon,10/355,0.1912752400128993,relativeGene
Body,153/355,2.1583161111954182e-11,relativeGene
TSS1500,50/355,0.05427059756044035,relativeGene
5'UTR,13/355,0.8216853582418447,relativeGene
3'UTR,14/355,0.16543493697643022,relativeGene
TSS200,14/355,0.9999256832200122,relativeGene
Unclassified_Cell_type_specific,36/355,0.9999999961645507,regulatoryFeature
Promoter_Associated,31/355,1.0,regulatoryFeature
Unclassified,18/355,0.999999999999885,regulatoryFeature
Promoter_Associated_Cell_type_specific,5/355,0.9961491448352134,regulatoryFeature
N_Shore,57/355,0.9825586749822249,relativeIsland
S_Shore,40/355,0.9947320803831676,relativeIsland
S_Shelf,16/355,0.9857608928027766,relativeIsland
Island,71/355,1.0,relativeIsland
N_Shelf,7/355,0.9999998200621893,relativeIsland
True,45/355,0.44244796587371205,DHS
False,310/355,0.619778561540597,DHS
True,54/355,0.9979971229325045,Enhancer
False,301/355,0.0031048994742747054,Enhancer
