index,count,pval,context
Body,109/331,0.007240149407567641,relativeGene
TSS1500,53/331,0.005095488897535094,relativeGene
TSS200,16/331,0.9984686801653245,relativeGene
3'UTR,17/331,0.019791111181812624,relativeGene
5'UTR,18/331,0.2506066918333301,relativeGene
1stExon,7/331,0.5119809586741448,relativeGene
Unclassified_Cell_type_specific,32/331,0.9999999973456136,regulatoryFeature
Promoter_Associated,35/331,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,5/331,0.9928002560439926,regulatoryFeature
Unclassified,21/331,0.999999999801465,regulatoryFeature
Gene_Associated_Cell_type_specific,1/331,0.9786344841026308,regulatoryFeature
Gene_Associated,1/331,0.9194153086226238,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/331,0.34871942780440857,regulatoryFeature
S_Shelf,17/331,0.9470276348575705,relativeIsland
N_Shore,42/331,0.9998963705206568,relativeIsland
S_Shore,40/331,0.9788322786527334,relativeIsland
N_Shelf,17/331,0.9841968304425268,relativeIsland
Island,47/331,1.0,relativeIsland
True,35/331,0.853637800982552,DHS
False,296/331,0.19010752625946797,DHS
True,90/331,0.004821165780512417,Enhancer
False,241/331,0.9966891721455845,Enhancer
