index,count,pval,context
Body,110/265,1.3519469716276506e-07,relativeGene
TSS200,14/265,0.9909193888325746,relativeGene
TSS1500,45/265,0.0031255809784340454,relativeGene
5'UTR,15/265,0.227503830918637,relativeGene
3'UTR,11/265,0.1601026343700185,relativeGene
1stExon,6/265,0.45380881088041464,relativeGene
Unclassified_Cell_type_specific,39/265,0.998216589296573,regulatoryFeature
Promoter_Associated,10/265,1.0,regulatoryFeature
Unclassified,17/265,0.9999999874851656,regulatoryFeature
Gene_Associated_Cell_type_specific,1/265,0.9539719283147831,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/265,0.9999405044631082,regulatoryFeature
S_Shelf,21/265,0.35806903119466854,relativeIsland
N_Shore,34/265,0.9994591631477637,relativeIsland
Island,37/265,1.0,relativeIsland
S_Shore,33/265,0.9509113324693655,relativeIsland
N_Shelf,16/265,0.9088040743222786,relativeIsland
True,33/265,0.5011551397070122,DHS
False,232/265,0.5727309726800351,DHS
True,69/265,0.030851260631144878,Enhancer
False,196/265,0.9778706182327012,Enhancer
