index,count,pval,context
TSS1500,85/770,0.5749759743429648,relativeGene
Body,253/770,9.511132457195279e-05,relativeGene
TSS200,50/770,0.9951435141502455,relativeGene
5'UTR,45/770,0.05385629136868726,relativeGene
1stExon,38/770,9.019853565820442e-07,relativeGene
3'UTR,23/770,0.4967066799326219,relativeGene
Unclassified,50/770,1.0,regulatoryFeature
Unclassified_Cell_type_specific,60/770,1.0,regulatoryFeature
Promoter_Associated,47/770,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,10/770,0.9999733760729832,regulatoryFeature
NonGene_Associated,3/770,0.9417997107425647,regulatoryFeature
NonGene_Associated_Cell_type_specific,5/770,0.0034667097986843436,regulatoryFeature
Gene_Associated,4/770,0.8347031484366024,regulatoryFeature
Gene_Associated_Cell_type_specific,1/770,0.9998713592566023,regulatoryFeature
N_Shore,133/770,0.9854004768453606,relativeIsland
S_Shelf,31/770,0.999917651462388,relativeIsland
Island,171/770,1.0,relativeIsland
N_Shelf,46/770,0.9876239662239432,relativeIsland
S_Shore,65/770,0.9999999996676224,relativeIsland
True,117/770,0.010199477122508899,DHS
False,653/770,0.9922882154116816,DHS
True,220/770,5.425969033201572e-07,Enhancer
False,550/770,0.9999996436449962,Enhancer
