index,count,pval,context
5'UTR,7/89,0.11042626123234857,relativeGene
1stExon,2/89,0.543243408174504,relativeGene
TSS1500,14/89,0.12032684577515526,relativeGene
Body,28/89,0.18581208350662332,relativeGene
TSS200,14/89,0.027389031197436353,relativeGene
3'UTR,1/89,0.929619010809056,relativeGene
Unclassified_Cell_type_specific,12/89,0.9813184050890849,regulatoryFeature
Unclassified,8/89,0.9940660545883532,regulatoryFeature
Promoter_Associated,9/89,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/89,0.961839603562709,regulatoryFeature
N_Shore,15/89,0.8267109182861349,relativeIsland
S_Shelf,7/89,0.4622158484757131,relativeIsland
Island,24/89,0.9999902267965777,relativeIsland
N_Shelf,3/89,0.9775239996581819,relativeIsland
S_Shore,10/89,0.9165155598731787,relativeIsland
True,21/89,0.00233707982711838,DHS
False,68/89,0.999023167687663,DHS
True,9/89,0.9980399254469202,Enhancer
False,80/89,0.005062677244659941,Enhancer
