index,count,pval,context
Body,216/720,0.026975136588082968,relativeGene
5'UTR,46/720,0.014168677994220402,relativeGene
TSS200,35/720,0.9999902191905395,relativeGene
TSS1500,71/720,0.8870528678033841,relativeGene
1stExon,40/720,2.191350383046679e-08,relativeGene
3'UTR,11/720,0.9947994575439074,relativeGene
Promoter_Associated,27/720,1.0,regulatoryFeature
Unclassified,25/720,1.0,regulatoryFeature
Unclassified_Cell_type_specific,63/720,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,10/720,0.9999060426742274,regulatoryFeature
Gene_Associated_Cell_type_specific,2/720,0.9978240778582804,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/720,0.6069584350262295,regulatoryFeature
Gene_Associated,1/720,0.995849390308611,regulatoryFeature
S_Shelf,35/720,0.9958265949458518,relativeIsland
Island,151/720,1.0,relativeIsland
N_Shore,107/720,0.9999337464926993,relativeIsland
S_Shore,70/720,0.9999994531167848,relativeIsland
N_Shelf,24/720,0.9999999349293618,relativeIsland
True,91/720,0.4131717498937762,DHS
False,629/720,0.6300591512952648,DHS
True,232/720,2.2292608107386984e-12,Enhancer
False,488/720,0.9999999999987635,Enhancer
