index,count,pval,context
3'UTR,6/86,0.04125902261265281,relativeGene
Body,31/86,0.03636712679555484,relativeGene
TSS1500,12/86,0.2534711537278636,relativeGene
5'UTR,5/86,0.35271720724612915,relativeGene
TSS200,11/86,0.14787790663333122,relativeGene
1stExon,6/86,0.00836848044040707,relativeGene
Promoter_Associated,12/86,0.9999999999999986,regulatoryFeature
Unclassified_Cell_type_specific,15/86,0.8581508819428681,regulatoryFeature
Gene_Associated_Cell_type_specific,2/86,0.2614637137694732,regulatoryFeature
Unclassified,4/86,0.99994662307531,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/86,0.9573974106258047,regulatoryFeature
S_Shore,14/86,0.5067033019615426,relativeIsland
Island,26/86,0.9998153579329437,relativeIsland
N_Shelf,8/86,0.3863010963222793,relativeIsland
N_Shore,20/86,0.28701648176701555,relativeIsland
S_Shelf,3/86,0.9521849197085286,relativeIsland
True,11/86,0.4955277421556822,DHS
False,75/86,0.6311765233763467,DHS
True,23/86,0.12544439500871485,Enhancer
False,63/86,0.9189046398174787,Enhancer
