index,count,pval,context
TSS1500,68/677,0.8461796892123794,relativeGene
3'UTR,15/677,0.8943760408840657,relativeGene
Body,214/677,0.0026572518563138634,relativeGene
TSS200,30/677,0.999998099267133,relativeGene
1stExon,40/677,4.0645769639508124e-09,relativeGene
5'UTR,31/677,0.5082544271811795,relativeGene
Unclassified,33/677,1.0,regulatoryFeature
Unclassified_Cell_type_specific,50/677,1.0,regulatoryFeature
Promoter_Associated,29/677,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,3/677,0.058431674611596825,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/677,0.9999983371970627,regulatoryFeature
NonGene_Associated,4/677,0.7799108482006499,regulatoryFeature
Gene_Associated,1/677,0.9942369991865909,regulatoryFeature
Gene_Associated_Cell_type_specific,1/677,0.9996196104201106,regulatoryFeature
N_Shore,135/677,0.6109362808868404,relativeIsland
N_Shelf,28/677,0.9999833339060413,relativeIsland
S_Shelf,28/677,0.9996730314528011,relativeIsland
S_Shore,52/677,0.9999999999436366,relativeIsland
Island,85/677,1.0,relativeIsland
True,75/677,0.8512842855611724,DHS
False,602/677,0.1784306256607336,DHS
True,256/677,2.1321534587120162e-23,Enhancer
False,421/677,1.0,Enhancer
