index,count,pval,context
Body,306/951,0.00010837475719822658,relativeGene
TSS1500,154/951,2.2895601910834935e-06,relativeGene
5'UTR,101/951,6.859852840487245e-15,relativeGene
TSS200,67/951,0.9865828375849819,relativeGene
1stExon,28/951,0.036274789937927925,relativeGene
3'UTR,31/951,0.30299652064687355,relativeGene
Unclassified,52/951,1.0,regulatoryFeature
Unclassified_Cell_type_specific,92/951,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,17/951,0.9996692610779285,regulatoryFeature
Promoter_Associated,77/951,1.0,regulatoryFeature
NonGene_Associated,6/951,0.7589246958294518,regulatoryFeature
Gene_Associated_Cell_type_specific,6/951,0.9630800518206176,regulatoryFeature
Gene_Associated,2/951,0.9941019598360229,regulatoryFeature
N_Shore,136/951,0.9999993854216327,relativeIsland
S_Shelf,41/951,0.9999189481856907,relativeIsland
N_Shelf,51/951,0.9994397522713971,relativeIsland
Island,134/951,1.0,relativeIsland
S_Shore,120/951,0.9980838564757253,relativeIsland
True,130/951,0.11213275395429201,DHS
False,821/951,0.9050909247196399,DHS
True,332/951,5.706601393725117e-23,Enhancer
False,619/951,1.0,Enhancer
