index,count,pval,context
Body,135/326,6.765393579965139e-09,relativeGene
3'UTR,5/326,0.9636706470332552,relativeGene
TSS200,14/326,0.99961116210667,relativeGene
5'UTR,17/326,0.31539321105617274,relativeGene
TSS1500,25/326,0.986353540281257,relativeGene
1stExon,5/326,0.7942872767496275,relativeGene
Gene_Associated_Cell_type_specific,4/326,0.5198348002492975,regulatoryFeature
Unclassified_Cell_type_specific,28/326,0.9999999999150231,regulatoryFeature
Promoter_Associated,12/326,1.0,regulatoryFeature
Gene_Associated,1/326,0.9162874963809629,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/326,0.3444829448656181,regulatoryFeature
Unclassified,3/326,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,2/326,0.999916508673571,regulatoryFeature
N_Shore,47/326,0.9975982130774723,relativeIsland
Island,49/326,1.0,relativeIsland
S_Shore,36/326,0.9950437684314186,relativeIsland
N_Shelf,24/326,0.6999992116615108,relativeIsland
S_Shelf,11/326,0.9989222131838095,relativeIsland
True,44/326,0.28155824680000796,DHS
False,282/326,0.7710605457762443,DHS
True,93/326,0.0008948596352178862,Enhancer
False,233/326,0.9994221113366114,Enhancer
