index,count,pval,context
Body,94/223,4.596916184604823e-07,relativeGene
TSS1500,26/223,0.4458657272574962,relativeGene
3'UTR,7/223,0.48273065429777934,relativeGene
1stExon,10/223,0.016924558916978,relativeGene
TSS200,20/223,0.5372877582843403,relativeGene
5'UTR,15/223,0.08559788714904688,relativeGene
Gene_Associated_Cell_type_specific,2/223,0.7294683056776969,regulatoryFeature
Unclassified_Cell_type_specific,30/223,0.9993058557581447,regulatoryFeature
Promoter_Associated,26/223,1.0,regulatoryFeature
Unclassified,18/223,0.9999913408670011,regulatoryFeature
S_Shelf,13/223,0.8213601499431359,relativeIsland
N_Shelf,17/223,0.6235296670557038,relativeIsland
S_Shore,30/223,0.8632988240263245,relativeIsland
Island,67/223,0.9999999935459745,relativeIsland
N_Shore,29/223,0.9983428981064877,relativeIsland
True,31/223,0.2631432230721708,DHS
False,192/223,0.7968386863877163,DHS
True,48/223,0.4621844278120269,Enhancer
False,175/223,0.6018779051063118,Enhancer
