index,count,pval,context
Body,467/1525,0.00037339258280785965,relativeGene
TSS1500,202/1525,0.0073140402337545955,relativeGene
5'UTR,99/1525,0.0003242682970974196,relativeGene
TSS200,74/1525,0.9999999996977195,relativeGene
1stExon,35/1525,0.2596223633324608,relativeGene
3'UTR,48/1525,0.33343689898503026,relativeGene
Unclassified_Cell_type_specific,153/1525,1.0,regulatoryFeature
Promoter_Associated,123/1525,1.0,regulatoryFeature
Unclassified,88/1525,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,17/1525,0.9999999996656874,regulatoryFeature
Gene_Associated_Cell_type_specific,3/1525,0.9999965880877404,regulatoryFeature
NonGene_Associated,1/1525,0.9999944801500014,regulatoryFeature
Island,258/1525,1.0,relativeIsland
S_Shore,185/1525,0.9999870097236097,relativeIsland
N_Shelf,65/1525,0.9999999987359403,relativeIsland
N_Shore,246/1525,0.9999874487611966,relativeIsland
S_Shelf,66/1525,0.9999988493963657,relativeIsland
True,161/1525,0.9850431101730708,DHS
False,1364/1525,0.018323272064462,DHS
True,498/1525,5.0103162059394434e-26,Enhancer
False,1027/1525,1.0,Enhancer
