index,count,pval,context
Body,335/1185,0.12155061600018684,relativeGene
1stExon,43/1185,0.00027764507722217367,relativeGene
5'UTR,79/1185,0.0005710962478669219,relativeGene
TSS1500,150/1185,0.06333010212548526,relativeGene
TSS200,51/1185,0.9999999998240936,relativeGene
3'UTR,31/1185,0.7674729512165664,relativeGene
Promoter_Associated,67/1185,1.0,regulatoryFeature
Unclassified_Cell_type_specific,117/1185,1.0,regulatoryFeature
Unclassified,87/1185,1.0,regulatoryFeature
NonGene_Associated,1/1185,0.9999171401623526,regulatoryFeature
Promoter_Associated_Cell_type_specific,21/1185,0.9999337194064124,regulatoryFeature
Gene_Associated,3/1185,0.9938883423123965,regulatoryFeature
Gene_Associated_Cell_type_specific,4/1185,0.9994324746764739,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/1185,0.7854169390938126,regulatoryFeature
N_Shore,204/1185,0.9969492240321794,relativeIsland
S_Shelf,64/1185,0.9947086505746162,relativeIsland
Island,226/1185,1.0,relativeIsland
N_Shelf,42/1185,0.9999999999204022,relativeIsland
S_Shore,127/1185,0.9999998854168682,relativeIsland
True,157/1185,0.1751213409620392,DHS
False,1028/1185,0.84632115731541,DHS
True,416/1185,6.682981563036005e-29,Enhancer
False,769/1185,1.0,Enhancer
